n1,n2,delay_ms,detection_ms,transition_tcp_ms,tcp_wire_bytes,protocol_response_bytes,detected,malicious,run
5,3,0.0,59.97090000892058,59.93490002583712,5505,1680,True,1,0
5,3,0.0,51.163700001779944,51.12439999356866,5504,1680,True,1,1
5,3,0.0,60.616400034632534,60.57869998039678,5505,1680,True,1,2
5,3,0.0,40.59899999992922,40.53810000186786,5497,1680,True,1,3
5,3,0.0,41.942000039853156,41.90690000541508,5493,1680,True,1,4
